EnsemblID	Symbol	RA_1	RA_2	RA_3	TGFb_1	TGFb_2	TGFb_3	RA_TGFb_1	RA_TGFb_2	RA_TGFb_3	WT_1	WT_2	WT_3
ENSMUSG00000076376	Mir674	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000081842	Rap1a-ps2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000065845	Gm25189	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027349	Fam98b	905	1102	811	822	813	827	638	1194	945	976	969	1153
ENSMUSG00000027347	Rasgrp1	11594	13989	10861	7130	6870	6998	8120	13403	11229	9892	9646	12925
ENSMUSG00000085681	Gm13982	0	0	0	0	2	0	0	1	0	1	0	1
ENSMUSG00000101394	Gm28183	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086203	Gm13985	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086221	4930412B13Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087203	Gm13986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000103266	Gm36979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077359	Gm25308	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040152	Thbs1	0	3	18	35	32	63	46	25	62	4	20	25
ENSMUSG00000101859	Gm29233	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027344	Fsip1	0	0	0	2	0	2	0	0	0	0	1	1
ENSMUSG00000093368	Gm22800	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100046	Gm29232	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000045339	A930104D05Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040133	Gpr176	1	0	1	1	2	0	0	0	1	0	0	2
ENSMUSG00000085889	1700054M17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088497	Gm22651	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005102	Eif2ak4	1356	1501	1249	1090	1045	1111	997	1498	1315	1246	1216	1474
ENSMUSG00000009549	Srp14	1811	2128	1608	1903	1763	1785	1368	2453	2003	2098	1707	2355
ENSMUSG00000084028	Gm13983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040093	Bmf	426	340	261	622	470	384	369	542	349	445	306	365
ENSMUSG00000080747	Gm14016	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000040084	Bub1b	1331	1540	865	1875	1556	1536	140	304	203	2394	1948	2649
ENSMUSG00000074923	Pak6	2612	2250	1509	326	296	294	532	859	693	1520	1077	1444
ENSMUSG00000078137	Ankrd63	3	0	1	0	1	0	0	1	1	11	2	3
ENSMUSG00000040061	Plcb2	3835	4724	5160	5965	6418	6137	4105	7572	6436	6866	6362	9267
ENSMUSG00000074918	Inafm2	340	354	261	336	297	294	207	304	267	529	425	574
ENSMUSG00000045838	A430105I19Rik	1	0	0	0	0	1	0	1	0	0	0	0
ENSMUSG00000046804	Phgr1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000040035	Disp2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027331	Knstrn	697	769	496	1166	1085	1094	163	290	258	1412	1152	1524
ENSMUSG00000086421	Gm14091	2	0	1	3	1	1	0	0	0	2	3	1
ENSMUSG00000027332	Ivd	1041	1380	1166	1320	1256	1215	1079	1912	1551	1414	1413	1745
ENSMUSG00000040007	Bahd1	1950	2292	1788	2525	2399	2516	2025	3672	3243	1996	1973	2803
ENSMUSG00000074916	Chst14	198	282	216	238	234	234	224	375	332	165	169	213
ENSMUSG00000084802	Gm14089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000081413	Gm14088	0	3	1	2	0	2	0	0	0	0	1	0
ENSMUSG00000039983	Ccdc32	421	457	297	509	457	508	351	624	570	541	397	555
ENSMUSG00000027324	Rpusd2	263	317	233	168	202	206	166	236	226	280	245	338
ENSMUSG00000027326	Casc5	457	566	344	796	689	670	50	143	88	998	831	1172
ENSMUSG00000027323	Rad51	537	631	348	808	729	794	58	134	91	1218	989	1346
ENSMUSG00000070730	Rmdn3	514	626	507	519	568	579	404	717	603	609	527	679
ENSMUSG00000046814	Gchfr	2	0	0	1	2	0	1	0	0	1	0	1
ENSMUSG00000034278	Dnajc17	155	193	162	220	219	238	150	288	233	217	203	281
ENSMUSG00000055926	Gm14137	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000081572	Gm14138	8	10	3	4	3	1	6	2	9	4	4	13
ENSMUSG00000068580	Zfyve19	607	779	641	734	788	673	548	1020	866	888	736	1092
ENSMUSG00000027317	Ppp1r14d	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027315	Spint1	2	3	3	54	74	86	10	7	25	5	2	6
ENSMUSG00000034226	Rhov	13	11	3	6	2	4	1	12	2	6	3	16
ENSMUSG00000084015	Gm14175	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034216	Vps18	498	562	451	555	502	505	435	682	551	576	499	645
ENSMUSG00000074912	Gm14207	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027314	Dll4	5	3	1	0	1	2	1	1	0	2	1	1
ENSMUSG00000027313	Chac1	14	11	9	15	9	11	3	11	14	33	28	39
ENSMUSG00000034154	Ino80	1436	1735	1538	1740	1547	1535	1142	1951	1755	1676	1690	2310
ENSMUSG00000082369	Gm14208	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000048647	Exd1	19	14	12	16	12	9	5	3	9	35	16	28
ENSMUSG00000014077	Chp1	3806	4383	3000	4270	3806	4093	2713	4423	3673	3947	3847	4990
ENSMUSG00000085438	1700020I14Rik	5219	6542	5145	6351	5786	5664	4855	7289	6346	5590	5656	7481
ENSMUSG00000072980	Oip5	142	149	84	181	165	163	64	97	80	247	206	276
ENSMUSG00000027306	Nusap1	1233	1757	880	1965	1745	1866	86	224	154	2439	2354	2947
ENSMUSG00000064906	n-R5s204	0	0	0	3	4	0	0	0	0	2	1	6
ENSMUSG00000027305	Ndufaf1	384	505	378	393	400	394	338	563	482	426	388	532
ENSMUSG00000082029	H3f3c	1	7	6	6	4	11	13	8	8	11	7	13
ENSMUSG00000081416	Gm14383	1	0	0	1	0	1	0	0	0	1	0	3
ENSMUSG00000027304	Rtf1	2703	3221	2511	3133	2940	3053	2118	3706	3132	3116	3123	4002
ENSMUSG00000064722	Gm25857	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000027296	Itpka	36	36	38	56	50	56	29	46	44	57	53	59
ENSMUSG00000027297	Ltk	261	328	270	724	775	654	321	640	455	577	400	526
ENSMUSG00000034032	Rpap1	1422	1658	1433	1676	1584	1606	1391	2188	1906	1762	1525	2162
ENSMUSG00000065164	Gm23814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027298	Tyro3	511	581	385	608	520	507	282	425	389	869	632	861
ENSMUSG00000081056	Gm13998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033943	Mga	4000	5026	4376	4547	4399	4258	3724	5979	5279	4605	4903	6093
ENSMUSG00000033902	Mapkbp1	603	738	677	633	819	814	685	1237	1128	718	658	913
ENSMUSG00000098632	Mir7665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087458	Gm13999	0	0	0	0	0	0	1	1	0	1	0	0
ENSMUSG00000098789	Jmjd7	27	51	29	26	22	20	14	43	27	42	28	41
ENSMUSG00000033852	Gm28042	1	0	0	3	0	0	0	2	0	1	5	0
ENSMUSG00000098488	Pla2g4b	69	73	69	55	59	52	44	86	73	81	89	112
ENSMUSG00000074899	Sptbn5	8	15	5	2	3	4	4	4	3	21	15	17
ENSMUSG00000027293	Ehd4	528	629	327	416	288	354	178	267	209	646	486	638
ENSMUSG00000050211	Pla2g4e	0	0	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000087555	Gm13997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070719	Pla2g4d	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000046971	Pla2g4f	0	2	3	3	5	0	0	2	4	2	5	2
ENSMUSG00000027291	Vps39	2298	2653	2478	2761	2741	2745	2334	3926	3291	2778	2574	3609
ENSMUSG00000033808	Tmem87a	1556	1687	1463	1859	1865	1813	1476	2525	2103	1708	1701	2288
ENSMUSG00000062646	Ganc	1170	1280	1003	1352	1136	1184	993	1837	1481	1024	1042	1346
ENSMUSG00000079110	Capn3	109	181	224	152	154	168	150	258	211	172	188	234
ENSMUSG00000027288	Zfp106	5123	6258	5142	5226	5057	5228	4526	7160	6404	5676	5535	7406
ENSMUSG00000097799	Gm26899	19	30	24	24	23	27	13	39	35	24	30	33
ENSMUSG00000027287	Snap23	1132	1344	1088	1040	1014	1025	983	1576	1269	1208	1033	1333
ENSMUSG00000027286	Lrrc57	392	493	401	482	529	580	384	674	525	643	501	594
ENSMUSG00000027285	Haus2	652	877	593	704	623	673	524	778	701	839	732	990
ENSMUSG00000033705	Stard9	30	13	20	9	7	10	6	6	12	37	21	43
ENSMUSG00000065083	n-R5s205	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027284	Cdan1	1463	1759	1432	1951	1761	1658	1387	2336	1824	1938	1688	2417
ENSMUSG00000090100	Ttbk2	216	221	160	263	243	261	172	337	266	207	203	269
ENSMUSG00000087519	AV039307	4	8	5	9	7	3	3	13	7	3	6	8
ENSMUSG00000027272	Ubr1	1925	2279	1869	2204	2107	1992	1924	3300	2856	1914	1985	2520
ENSMUSG00000054484	Tmem62	626	738	607	747	684	717	602	964	868	678	702	904
ENSMUSG00000105465	AL844548.1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000065883	Gm22865	12	4	3	4	4	3	3	6	4	5	5	7
ENSMUSG00000023572	Ccndbp1	2968	3035	2239	3483	3266	2897	3105	4851	3942	2956	2533	3867
ENSMUSG00000023216	Epb4.2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000053675	Tgm5	1	0	0	0	0	0	1	0	2	0	0	0
ENSMUSG00000081313	Gm14213	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079103	Tgm7	10	5	4	0	1	1	2	4	0	4	5	4
ENSMUSG00000074890	Lcmt2	289	322	239	322	293	314	263	432	414	271	282	353
ENSMUSG00000089009	Gm23858	1	1	0	1	0	0	1	0	2	1	0	2
ENSMUSG00000027259	Adal	274	369	337	451	432	412	345	582	429	348	330	472
ENSMUSG00000050619	Zscan29	1183	1346	1260	1905	1791	1831	1422	2429	2004	1419	1512	1889
ENSMUSG00000027263	Tubgcp4	1935	2337	1928	2861	2439	2415	2044	3338	3522	2354	2141	2849
ENSMUSG00000043909	Trp53bp1	2284	3044	2273	2359	2383	2432	2104	3739	3168	2649	2659	3400
ENSMUSG00000027254	Map1a	16	16	6	30	28	31	4	5	4	45	27	47
ENSMUSG00000087704	Gm14978	0	0	0	0	0	0	0	0	0	1	1	0
ENSMUSG00000033526	Ppip5k1	704	886	626	1098	1132	1073	812	1372	1160	1040	895	1193
ENSMUSG00000000308	Ckmt1	9	5	2	5	8	10	7	13	9	10	9	20
ENSMUSG00000033498	Strc	9	12	13	22	14	13	22	33	40	11	21	20
ENSMUSG00000033486	Catsper2	17	16	34	52	58	54	33	80	54	35	35	41
ENSMUSG00000082651	Gm14001	0	1	2	1	0	0	0	2	1	1	2	0
ENSMUSG00000084140	Gm14000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027248	Pdia3	19728	21878	16174	24355	21294	21912	16567	25293	19537	19802	19397	25157
ENSMUSG00000027246	Ell3	2	1	6	0	1	1	0	0	0	3	0	3
ENSMUSG00000046110	Serinc4	11	13	9	18	12	23	12	26	22	14	20	23
ENSMUSG00000074884	Serf2	3523	4263	3303	4488	4107	4162	3298	5604	4826	4333	4029	5300
ENSMUSG00000080374	Gm22953	1	1	3	1	2	3	0	2	2	1	2	5
ENSMUSG00000027245	Hypk	118	151	155	190	219	194	155	276	227	217	203	249
ENSMUSG00000048222	Mfap1b	598	720	589	719	606	728	617	1020	873	640	642	842
ENSMUSG00000081967	Gm14017	5	4	2	6	3	1	4	4	2	1	5	2
ENSMUSG00000084407	Gm14018	0	0	0	0	0	1	0	0	0	0	0	1
ENSMUSG00000068479	Mfap1a	630	824	605	953	835	888	720	1279	1025	744	771	1112
ENSMUSG00000027242	Wdr76	674	854	561	957	882	873	394	667	580	1121	1032	1424
ENSMUSG00000027238	Frmd5	4	2	0	6	0	2	5	28	8	2	1	1
ENSMUSG00000081264	Gm14021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084244	Gm14020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086913	Gm14019	0	0	0	1	0	0	2	0	0	0	0	0
ENSMUSG00000060227	Casc4	394	601	496	435	490	485	416	633	544	512	534	685
ENSMUSG00000087767	Gm23983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074881	Mageb3	0	1	0	0	0	0	1	0	0	0	2	0
ENSMUSG00000033411	Ctdspl2	907	1136	859	1100	1071	1049	864	1340	1173	976	1011	1331
ENSMUSG00000027236	Eif3j1	1137	1348	859	684	587	617	459	854	657	961	867	1017
ENSMUSG00000104603	AL845457.1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000033396	Spg11	1310	1538	1233	1892	1841	1806	1376	2404	2059	1440	1549	2073
ENSMUSG00000027233	Patl2	0	0	0	6	5	8	0	2	1	1	1	4
ENSMUSG00000060802	B2m	43280	51867	40400	71393	65442	69613	51381	84792	68482	52608	53087	67455
ENSMUSG00000033368	Trim69	11	4	8	10	6	6	12	13	2	11	14	18
ENSMUSG00000027229	4933406J08Rik	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000082670	Gm14050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000079966	Gm14058	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000070692	Rps12-ps10	7	8	6	3	7	5	2	3	2	5	6	8
ENSMUSG00000027227	Sord	765	818	545	501	422	492	226	402	331	1008	682	870
ENSMUSG00000068452	Duox2	0	0	0	5	4	5	0	0	0	0	0	0
ENSMUSG00000027225	Duoxa2	0	0	0	1	0	1	0	0	0	0	0	0
ENSMUSG00000027224	Duoxa1	1	0	0	21	5	24	1	1	0	2	0	1
ENSMUSG00000033268	Duox1	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000033256	Shf	99	136	91	166	170	191	109	170	184	134	136	209
ENSMUSG00000088506	Gm24409	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027219	Slc28a2	5023	6545	5821	4606	5077	4776	3937	7412	5929	4369	4908	6602
ENSMUSG00000083645	Gm14086	58	62	54	37	48	48	35	72	67	39	56	62
ENSMUSG00000081219	Bambi-ps1	44	72	97	159	188	233	160	184	208	103	173	208
ENSMUSG00000079071	Gm14085	759	1076	2310	2611	3125	3079	2295	3156	3124	1459	3101	4449
ENSMUSG00000027199	Gatm	100	128	76	174	177	179	15	34	26	131	157	176
ENSMUSG00000074876	Spata5l1	230	297	236	303	291	320	259	408	383	264	304	389
ENSMUSG00000033213	AA467197	968	883	515	1000	902	918	1562	2855	2114	147	150	159
ENSMUSG00000076309	Mir147	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000005802	Slc30a4	796	852	718	1186	1117	1078	693	1126	948	776	728	995
ENSMUSG00000087017	4930417H01Rik	2	2	1	2	3	3	1	3	3	1	0	0
ENSMUSG00000085633	Bloc1s6os	2	8	6	4	8	9	4	8	11	5	3	5
ENSMUSG00000005804	Bloc1s6	1180	1460	1129	1428	1292	1361	1134	1895	1499	1325	1310	1655
ENSMUSG00000005803	Sqrdl	101	125	90	172	164	191	296	471	392	74	100	115
ENSMUSG00000084372	Gm13988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027200	Sema6d	342	319	122	7770	6529	7042	2580	3385	2970	903	457	421
ENSMUSG00000085496	4930517E11Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086954	4930583P06Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087450	Gm13994	0	0	0	3	4	2	1	1	1	2	0	0
ENSMUSG00000035183	Slc24a5	5	6	7	8	6	4	6	8	8	4	5	9
ENSMUSG00000027201	Myef2	741	914	803	1210	1130	1109	690	1210	980	1207	939	1527
ENSMUSG00000065851	Gm22352	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087056	Gm14004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074872	Ctxn2	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027202	Slc12a1	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000086416	Gm14002	1	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000027203	Dut	1082	1298	853	1290	1105	1172	497	833	727	1505	1371	1687
ENSMUSG00000085797	A530010F05Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087682	Gm14003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027204	Fbn1	4	0	4	0	0	3	2	10	7	3	4	5
ENSMUSG00000053615	Gm9913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000068394	Cep152	693	892	769	914	933	915	653	1086	927	1065	1029	1345
ENSMUSG00000035109	Shc4	10	20	16	8	3	7	2	6	10	22	18	15
ENSMUSG00000091337	Eid1	515	638	495	697	603	659	367	654	628	733	641	784
ENSMUSG00000035093	Secisbp2l	1914	2235	2058	2654	2640	2643	2152	3724	3332	2122	2185	3042
ENSMUSG00000027206	Cops2	1653	1958	1448	1507	1459	1473	992	1880	1500	1714	1682	2160
ENSMUSG00000027207	Galk2	934	1082	779	1013	923	993	681	1101	924	1131	1013	1314
ENSMUSG00000027209	Fam227b	1	1	0	0	0	2	0	1	1	2	0	1
ENSMUSG00000027208	Fgf7	1	3	6	7	4	5	11	9	4	6	4	6
ENSMUSG00000065084	Gm26496	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000023330	Dtwd1	150	232	173	142	154	160	134	216	200	198	205	250
ENSMUSG00000090353	Gm17555	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089480	Gm24739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000060131	Atp8b4	5847	5159	3763	5170	4508	4171	992	2205	1628	14691	12196	15387
ENSMUSG00000097458	Gm26697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027359	Slc27a2	0	2	0	1	0	0	0	0	1	0	2	2
ENSMUSG00000027360	Hdc	12	17	12	5	11	15	3	11	19	8	10	22
ENSMUSG00000027361	Gabpb1	931	1106	814	879	850	875	698	1262	1061	978	990	1297
ENSMUSG00000088200	Gm23753	0	2	1	1	2	1	2	1	0	1	0	3
ENSMUSG00000098024	Gm27003	25	32	24	28	33	36	49	64	63	39	34	50
ENSMUSG00000027363	Usp8	2347	2854	2261	2901	2897	2924	2303	3840	3313	2603	2554	3461
ENSMUSG00000027364	Usp50	7	6	5	10	3	8	1	9	2	7	5	13
ENSMUSG00000074846	Gm10774	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027365	Trpm7	2376	2936	2571	3176	2945	2860	2399	4057	3456	2999	3038	3865
ENSMUSG00000081894	Gm14212	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027366	Sppl2a	1696	2111	1507	2331	2054	2036	1554	2632	2126	2096	2028	2615
ENSMUSG00000098896	Mir3473g	2	0	0	2	0	0	2	0	3	0	3	1
ENSMUSG00000001998	Ap4e1	891	1122	894	1098	1007	1057	854	1467	1265	1055	1026	1271
ENSMUSG00000092918	Gm24081	0	1	0	0	1	0	0	0	0	0	3	2
ENSMUSG00000001999	Blvra	448	560	395	560	396	502	382	657	530	555	479	642
ENSMUSG00000034906	Ncaph	751	919	487	1108	888	951	84	179	132	1683	1407	1810
ENSMUSG00000074825	Itpripl1	817	950	741	945	834	889	437	716	586	1190	1197	1415
ENSMUSG00000044145	1810024B03Rik	31	41	32	31	42	35	20	47	32	31	38	34
ENSMUSG00000003660	Snrnp200	7142	8733	7039	7963	7399	7662	6291	10271	9184	7788	7983	10315
ENSMUSG00000003662	Ciao1	1142	1414	1005	1325	1156	1206	956	1721	1524	1188	1120	1538
ENSMUSG00000034850	Tmem127	2986	3564	2980	4170	3851	3927	3436	5772	5115	3446	3369	4503
ENSMUSG00000103957	Gm10766	2	2	2	2	5	1	1	4	4	3	4	9
ENSMUSG00000027367	Stard7	2416	3250	2461	2835	2635	2632	2070	3380	2844	3044	2817	3779
ENSMUSG00000027368	Dusp2	3818	4210	2728	8312	6595	7004	4983	6813	6160	5254	4052	5055
ENSMUSG00000050468	Astl	1	2	0	3	3	5	1	1	2	0	2	2
ENSMUSG00000058620	Adra2b	1	1	0	1	0	0	1	1	2	0	0	0
ENSMUSG00000046338	Gpat2	0	2	16	0	9	16	1	6	15	0	3	19
ENSMUSG00000027371	Fahd2a	481	599	377	610	446	551	506	865	683	537	490	558
ENSMUSG00000079056	Kcnip3	3	2	0	5	7	2	3	2	6	7	8	8
ENSMUSG00000084628	Gm22613	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027376	Prom2	0	0	1	0	3	0	0	0	0	0	1	1
ENSMUSG00000083648	Gm14229	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000034800	Zfp661	145	220	206	238	210	205	138	273	239	249	218	296
ENSMUSG00000027374	Mrps5	919	1157	1052	924	862	986	888	1363	1290	1091	1007	1313
ENSMUSG00000027375	Mal	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089264	Gm22889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084006	Gm14245	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087162	Gm14244	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027377	Mall	0	0	0	0	2	0	0	0	0	0	0	0
ENSMUSG00000027378	Nphp1	40	49	34	67	70	72	26	51	40	73	76	94
ENSMUSG00000051319	1500011K16Rik	145	187	124	78	90	110	104	193	147	159	139	177
ENSMUSG00000027379	Bub1	504	608	320	838	703	692	37	102	55	1170	886	1196
ENSMUSG00000027380	Acoxl	198	182	101	15	4	8	55	130	87	45	55	56
ENSMUSG00000093203	Gm22411	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000088175	Gm23101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027381	Bcl2l11	2945	2718	1932	2279	2081	2041	3251	5803	4186	1965	1688	2711
ENSMUSG00000085750	Gm14009	9	5	7	10	3	7	9	14	10	3	0	4
ENSMUSG00000074813	Gm14005	11	22	13	42	52	36	7	20	14	54	25	53
ENSMUSG00000086879	Gm14012	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000079053	Gm14010	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000100729	Gm29010	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082671	Gm14006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082350	Gm14008	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074812	Gm355	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000080789	Gm14007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014355	Anapc1	5675	7055	5317	6396	5854	5710	4858	7849	6924	6043	5818	7761
ENSMUSG00000014361	Mertk	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085036	Gm14011	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087785	Gm23172	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000014353	Tmem87b	710	837	823	985	951	953	890	1483	1294	789	801	1111
ENSMUSG00000027386	Fbln7	1	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000092719	Gm22859	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027387	Zc3h8	151	195	150	137	135	133	107	161	118	211	215	226
ENSMUSG00000082339	Gm14028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087267	4933427J07Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074807	Gm10762	8	7	14	21	13	17	20	24	22	11	26	22
ENSMUSG00000042851	Zc3h6	201	311	269	290	339	321	278	492	452	302	294	446
ENSMUSG00000090248	Gm14027	27	21	24	33	44	27	17	47	48	24	20	41
ENSMUSG00000079051	Gm14025	0	0	0	1	1	0	0	0	0	0	0	0
ENSMUSG00000087151	Gm14022	1	0	1	1	0	0	0	0	1	0	1	0
ENSMUSG00000027394	Ttl	235	324	186	238	226	245	195	276	273	216	239	292
ENSMUSG00000027395	Polr1b	1114	1407	1191	566	651	607	511	894	816	1141	1080	1463
ENSMUSG00000037938	Chchd5	687	758	501	516	500	561	417	720	594	557	498	559
ENSMUSG00000084826	AI847159	247	259	250	355	322	366	329	581	431	309	260	324
ENSMUSG00000082274	Gm14026	5	9	10	10	13	12	10	7	8	10	16	14
ENSMUSG00000086652	Gm14029	530	569	444	690	556	621	577	1088	808	571	534	663
ENSMUSG00000103532	Gm4430	7	11	10	15	11	10	11	10	14	9	14	13
ENSMUSG00000103009	Gm4430	84	93	81	118	80	83	77	131	124	91	87	144
ENSMUSG00000027397	Slc20a1	5260	6134	5549	8168	7663	7612	7948	13400	11169	6769	6589	9312
ENSMUSG00000087528	9830144P21Rik	25	53	48	91	57	69	61	103	108	50	65	68
ENSMUSG00000056738	A730036I17Rik	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000085485	Gm14024	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000048327	Ckap2l	760	771	453	1146	1052	1151	54	168	94	1381	1244	1702
ENSMUSG00000085498	Gm14023	16	27	13	13	10	20	22	44	18	14	10	15
ENSMUSG00000027399	Il1a	0	0	1	1	2	0	0	0	0	1	0	1
ENSMUSG00000065057	Gm25703	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000082097	Gm14039	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027398	Il1b	0	1	0	0	2	0	0	4	1	0	0	0
ENSMUSG00000074805	Il1bos	0	1	1	1	2	3	1	6	6	1	0	0
ENSMUSG00000081888	Spcs2-ps	7	11	2	13	15	12	9	12	9	6	9	15
ENSMUSG00000043727	F830045P16Rik	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000086637	Gm14040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000087015	Gm14041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000037902	Sirpa	0	1	0	4	4	0	2	2	20	0	0	0
ENSMUSG00000027400	Pdyn	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084328	Gm14046	0	0	1	0	2	2	0	2	1	2	4	1
ENSMUSG00000037885	Stk35	732	845	719	1014	889	906	785	1286	987	902	836	1130
ENSMUSG00000100255	Gm28196	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027401	Tgm3	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000098347	Mir6339	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000089152	Gm22424	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000077348	Gm24665	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000074804	AU015228	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000027403	Tgm6	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000027404	Snrpb	3772	4711	3375	4022	3292	3554	2662	4522	4046	4982	4257	5228
